%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.zone,field.letter
1695936008252054440,492,212008000000000,GPS1_Frame,42.33824157714844,-71.08843994140625,38.400001525878906,327955.875,4689444.5,19,T
1695936009253723353,493,212009000000000,GPS1_Frame,42.3382453918457,-71.08843994140625,38.5,327956.03125,4689444.5,19,T
1695936010254737370,494,212010000000000,GPS1_Frame,42.33824920654297,-71.08843994140625,38.599998474121094,327956.03125,4689445.0,19,T
1695936011255569278,495,212011000000000,GPS1_Frame,42.33824920654297,-71.08843994140625,38.599998474121094,327955.75,4689445.0,19,T
1695936012255533782,496,212012000000000,GPS1_Frame,42.338253021240234,-71.08843994140625,38.5,327955.90625,4689445.5,19,T
1695936013257961147,497,212013000000000,GPS1_Frame,42.338253021240234,-71.08843994140625,38.5,327955.90625,4689445.5,19,T
1695936014259618751,498,212014000000000,GPS1_Frame,42.338253021240234,-71.08843994140625,38.5,327956.03125,4689445.5,19,T
1695936015260669092,499,212015000000000,GPS1_Frame,42.3382568359375,-71.08842468261719,38.5,327956.75,4689446.0,19,T
1695936016244937689,500,212016000000000,GPS1_Frame,42.338260650634766,-71.08842468261719,38.400001525878906,327957.03125,4689446.5,19,T
1695936017245519925,501,212017000000000,GPS1_Frame,42.33826446533203,-71.08842468261719,38.400001525878906,327957.1875,4689446.5,19,T
1695936018263451920,502,212018000000000,GPS1_Frame,42.33826446533203,-71.08842468261719,38.400001525878906,327957.03125,4689446.5,19,T
1695936019264108782,503,212019000000000,GPS1_Frame,42.3382682800293,-71.08843231201172,38.29999923706055,327956.21875,4689447.0,19,T
1695936020264440038,504,212020000000000,GPS1_Frame,42.3382682800293,-71.08843994140625,38.29999923706055,327955.53125,4689447.0,19,T
1695936021266093308,505,212021000000000,GPS1_Frame,42.3382682800293,-71.08844757080078,38.29999923706055,327955.25,4689447.0,19,T
1695936022249691561,506,212022000000000,GPS1_Frame,42.3382682800293,-71.08843994140625,38.29999923706055,327955.53125,4689447.0,19,T
1695936023249605092,507,212023000000000,GPS1_Frame,42.33827209472656,-71.08843994140625,38.20000076293945,327955.96875,4689447.5,19,T
1695936024266555950,508,212024000000000,GPS1_Frame,42.338279724121094,-71.08843231201172,38.099998474121094,327956.53125,4689448.5,19,T
1695936025253651603,509,212025000000000,GPS1_Frame,42.338279724121094,-71.08843994140625,38.099998474121094,327956.125,4689448.5,19,T
1695936026271634069,510,212026000000000,GPS1_Frame,42.338279724121094,-71.08843994140625,38.099998474121094,327956.125,4689448.5,19,T
1695936027271778045,511,212027000000000,GPS1_Frame,42.33828353881836,-71.08843994140625,38.099998474121094,327955.71875,4689448.5,19,T
1695936028256043901,512,212028000000000,GPS1_Frame,42.33828353881836,-71.08844757080078,38.099998474121094,327955.15625,4689448.5,19,T
1695936029257519008,513,212029000000000,GPS1_Frame,42.338287353515625,-71.08845520019531,38.20000076293945,327954.90625,4689449.0,19,T
1695936030257215310,514,212030000000000,GPS1_Frame,42.33829116821289,-71.08844757080078,38.099998474121094,327955.1875,4689449.5,19,T
1695936031260570912,515,212031000000000,GPS1_Frame,42.338294982910156,-71.08844757080078,38.099998474121094,327955.1875,4689450.0,19,T
1695936032261054374,516,212032000000000,GPS1_Frame,42.33829879760742,-71.08845520019531,38.099998474121094,327954.375,4689450.5,19,T
1695936033261214073,517,212033000000000,GPS1_Frame,42.33830261230469,-71.08847045898438,38.0,327953.3125,4689451.0,19,T
1695936034262039319,518,212034000000000,GPS1_Frame,42.33830261230469,-71.0884780883789,38.099998474121094,327952.75,4689451.0,19,T
1695936035262423393,519,212035000000000,GPS1_Frame,42.33830261230469,-71.0884780883789,38.099998474121094,327952.75,4689451.0,19,T
1695936036262560048,520,212036000000000,GPS1_Frame,42.33829879760742,-71.08847045898438,38.20000076293945,327953.5625,4689450.5,19,T
1695936037265301835,521,212037000000000,GPS1_Frame,42.33829879760742,-71.08846282958984,38.20000076293945,327953.96875,4689450.5,19,T
1695936038264940373,522,212038000000000,GPS1_Frame,42.33829879760742,-71.08845520019531,38.29999923706055,327954.375,4689450.5,19,T
1695936039266042840,523,212039000000000,GPS1_Frame,42.33829879760742,-71.08845520019531,38.29999923706055,327954.65625,4689450.5,19,T
1695936040266421112,524,212040000000000,GPS1_Frame,42.33829879760742,-71.08845520019531,38.29999923706055,327954.78125,4689450.5,19,T
